sample_id,split,split_index,scene_type,length_bucket,gt_changed_edge_count,gt_target_edge_count,no_anchor,parse_fail,strict_parse_fail,parse_confidence,anchor_count,mapped_edge_count,infer_time_s,sparse_dense_weight_mae,sparse_MAE_on_changed_edges,sparse_MAE_on_target_edges,sparse_gt_changed_edge_recall,sparse_target_recall,main_method,main_dense_weight_mae,main_MAE_on_changed_edges,main_MAE_on_target_edges,main_gt_changed_edge_recall,main_target_recall,main_dense_mae_delta_vs_sparse,main_changed_mae_delta_vs_sparse,main_target_mae_delta_vs_sparse,main_gt_changed_recall_delta_vs_sparse,main_target_recall_delta_vs_sparse,appendix_method,appendix_dense_weight_mae,appendix_MAE_on_changed_edges,appendix_MAE_on_target_edges,appendix_gt_changed_edge_recall,appendix_target_recall,appendix_dense_mae_delta_vs_sparse,appendix_changed_mae_delta_vs_sparse,appendix_target_mae_delta_vs_sparse,appendix_gt_changed_recall_delta_vs_sparse,appendix_target_recall_delta_vs_sparse,prediction_raw_preview,constraint_text
val_anti_truncation:6,val_anti_truncation,6,propagation_range,long,5,5,False,False,False,0.98,2,5,1.4698,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2006,0.212,0.212,100.0,100.0,0.2006,0.212,0.212,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=纬五路|DIR=向西|RANGE=经一路至经三路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路全线向南临时封闭管制；纬五路经一路至经三路段向西排队通行效率下降；经六路农业路至红专路段向南交通基本正常 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:60,val_anti_truncation,60,propagation_range,noisy_long,5,5,False,False,False,0.98,2,5,1.5148,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2117,0.424,0.424,100.0,100.0,0.2117,0.424,0.424,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向南|RANGE=农业路至黄河路|LEVEL=封闭\nANCHOR|ROAD=农业路|DIR=向东|RANGE=经三路至经八路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经六路农业路至黄河路段向南施工全封闭；农业路经三路至经八路段向东排队通行效率下降；红专路花园路至未来路段向东交通基本正常 若有排队外溢，应注意主事件与波及范围不是同一强度。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:61,val_anti_truncation,61,temporal_switch,long,1,1,False,False,False,0.98,1,1,1.0667,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经一路|DIR=向南|RANGE=政七街至黄河路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经一路向南排队长度明显增加；经一路向南09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:62,val_anti_truncation,62,compound_disaster,long,9,8,False,False,False,0.98,3,8,1.8838,0.0083,0.0889,0.0,88.9,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.1111,0.0,88.9,100.0,0.1834,0.0222,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2655,0.8989,0.8862,88.9,100.0,0.2572,0.81,0.8862,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经八路|LEVEL=严重拥堵\nANCHOR|ROAD=未来路|DIR=向南|RANGE=农业路至红专路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路全线向北施工全封闭；黄河路经一路至经八路段向东排队长度明显增加；未来路农业路至红专路段向南排队通行效率下降；红专路经一路至经三路段向东畅通无阻 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:63,val_anti_truncation,63,temporal_switch,noisy_long,1,1,False,False,False,0.98,1,1,1.0666,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00花园路向北追尾事故严重拥堵；花园路向北09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 交警提醒周边停车场正在分流车辆，不过主路仍可通行。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:64,val_anti_truncation,64,temporal_switch,noisy_long,0,0,False,False,False,0.98,1,2,1.0676,0.1146,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.3104,0.0,0.0,0.0,0.0,0.1958,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2685,0.0,0.0,0.0,0.0,0.1539,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经一路|DIR=向北|RANGE=红专路至黄河路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经一路向北追尾事故严重拥堵；经一路向北当前时间10:40，已恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:65,val_anti_truncation,65,temporal_switch,medium,0,0,False,False,False,0.98,1,1,1.0641,0.0573,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2552,0.0,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2343,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至经八路|LEVEL=严重拥堵,时段切换约束：早高峰07:00-09:00黄河路向东追尾事故严重拥堵；黄河路向东当前时间10:15，已恢复正常
val_anti_truncation:66,val_anti_truncation,66,propagation_range,long,3,3,False,False,False,0.98,2,3,1.5566,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2158,0.7067,0.7067,100.0,100.0,0.2158,0.7067,0.7067,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=农业路至红专路|LEVEL=封闭\nANCHOR|ROAD=红专路|DIR=向西|RANGE=经一路至经六路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经六路农业路至红专路段向北施工全封闭；红专路经一路至经六路段向西车流较大缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:67,val_anti_truncation,67,propagation_range,long,3,3,False,False,False,0.98,2,3,1.5094,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2048,0.3533,0.3533,100.0,100.0,0.2048,0.3533,0.3533,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经六路|LEVEL=封闭\nANCHOR|ROAD=未来路|DIR=向南|RANGE=农业路至红专路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经一路至经六路段向东事故处置封闭；未来路农业路至红专路段向南排队通行效率下降 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:68,val_anti_truncation,68,temporal_switch,long,1,1,False,False,False,0.98,1,1,1.0894,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经三路|DIR=向北|RANGE=政七街至黄河路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经三路向北追尾事故严重拥堵；经三路向北09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:69,val_anti_truncation,69,temporal_switch,noisy_long,1,1,False,False,False,0.98,1,1,1.0546,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=农业路|DIR=向西|RANGE=花园路至未来路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00农业路向西排队长度明显增加；农业路向西09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:7,val_anti_truncation,7,compound_disaster,long,8,7,False,False,False,0.98,3,7,1.9383,0.0083,0.1,0.0,87.5,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.125,0.0,87.5,100.0,0.1855,0.025,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2356,0.6275,0.5743,87.5,100.0,0.2273,0.5275,0.5743,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=经八路|DIR=向南|RANGE=政七街至纬五路|LEVEL=严重拥堵\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经三路至经六路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西临时封闭管制；经八路政七街至纬五路段向南排队长度明显增加；黄河路经三路至经六路段向西车流较大缓行；红专路经六路至经八路段向西车流顺畅 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:70,val_anti_truncation,70,propagation_range,noisy_long,6,6,False,False,False,0.98,2,6,1.475,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1875,0.0,0.0,100.0,100.0,0.1875,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.3032,1.8517,1.8517,100.0,100.0,0.3032,1.8517,1.8517,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至红专路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西追尾事故严重拥堵；经八路农业路至红专路段向南中度拥堵缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:71,val_anti_truncation,71,temporal_switch,noisy_long,0,0,False,False,False,0.98,1,1,1.0966,0.0573,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2552,0.0,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2343,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=农业路|DIR=向西|RANGE=经一路至经三路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00农业路向西车流积压严重拥堵；农业路向西当前时间10:40，已恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:72,val_anti_truncation,72,temporal_switch,long,0,0,False,False,False,0.98,1,1,1.0798,0.0573,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2552,0.0,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2343,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经三路至经六路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00黄河路向东车流积压严重拥堵；黄河路向东当前时间10:15，已恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:73,val_anti_truncation,73,temporal_switch,noisy_long,1,1,False,False,False,0.98,1,1,1.0785,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=政七街|DIR=向东|RANGE=花园路至未来路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00政七街向东排队长度明显增加；政七街向东09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:74,val_anti_truncation,74,compound_disaster,noisy_long,9,9,False,False,False,0.98,3,9,1.9224,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1813,0.0,0.0,100.0,100.0,0.1813,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2563,0.8,0.8,100.0,100.0,0.2563,0.8,0.8,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=纬五路|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵\nANCHOR|ROAD=农业路|DIR=向西|RANGE=经六路至未来路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经六路全线向北临时封闭管制；纬五路经一路至经六路段向东车流积压严重拥堵；农业路经六路至未来路段向西排队通行效率下降 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:75,val_anti_truncation,75,temporal_switch,long,1,1,False,False,False,0.98,1,1,1.0991,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=政七街|DIR=向东|RANGE=经三路至经六路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00政七街向东追尾事故严重拥堵；政七街向东09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
